prompt,Payment ID
"Payment PAYMENT-000267 of ₹4866 from account XXXXXXXX6721 was processed on 2025-07-02 with Single validation.
First validation completed on 20250627 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000267
"Payment PAYMENT-000268 of ₹803 from account XXXXXXXX5059 was processed on 2025-06-15 with Single validation.
First validation completed on 20250613 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000268
"Payment PAYMENT-000269 of ₹8239 from account XXXXXXXX2096 was processed on 2025-07-31 with Dual validation.
First validation completed on 20250729 with outcome: PASSED.
Second validation completed on 20250728 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000269
"Payment PAYMENT-000270 of ₹185 from account XXXXXXXX1386 was processed on 2025-06-10 with Single validation.
First validation completed on 20250608 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000270
"Payment PAYMENT-000271 of ₹7329 from account XXXXXXXX2371 was processed on 2025-06-08 with Dual validation.
First validation completed on 20250607 with outcome: PASSED.
Second validation completed on 20250604 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000271
"Payment PAYMENT-000272 of ₹6456 from account XXXXXXXX3306 was processed on 2025-06-26 with Dual validation.
First validation completed on 20250625 with outcome: PASSED.
Second validation completed on 20250624 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000272
"Payment PAYMENT-000273 of ₹1238 from account XXXXXXXX7298 was processed on 2025-07-11 with Single validation.
First validation completed on 20250709 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000273
"Payment PAYMENT-000274 of ₹7186 from account XXXXXXXX8572 was processed on 2025-07-17 with Dual validation.
First validation completed on 20250713 with outcome: PASSED.
Second validation completed on 20250711 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000274
"Payment PAYMENT-000275 of ₹774 from account XXXXXXXX9770 was processed on 2025-07-22 with Single validation.
First validation completed on 20250720 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000275
"Payment PAYMENT-000276 of ₹4608 from account XXXXXXXX9746 was processed on 2025-06-14 with Single validation.
First validation completed on 20250609 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000276
"Payment PAYMENT-000277 of ₹8221 from account XXXXXXXX6939 was processed on 2025-07-05 with Dual validation.
First validation completed on 20250630 with outcome: PASSED.
Second validation completed on 20250627 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000277
"Payment PAYMENT-000278 of ₹2370 from account XXXXXXXX8931 was processed on 2025-06-10 with Single validation.
First validation completed on 20250606 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000278
"Payment PAYMENT-000279 of ₹895 from account XXXXXXXX8177 was processed on 2025-07-09 with Single validation.
First validation completed on 20250707 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000279
"Payment PAYMENT-000280 of ₹9879 from account XXXXXXXX8813 was processed on 2025-06-09 with Dual validation.
First validation completed on 20250604 with outcome: PASSED.
Second validation completed on 20250602 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000280
"Payment PAYMENT-000281 of ₹8526 from account XXXXXXXX1139 was processed on 2025-07-02 with Dual validation.
First validation completed on 20250628 with outcome: PASSED.
Second validation completed on 20250627 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000281
"Payment PAYMENT-000282 of ₹3965 from account XXXXXXXX3055 was processed on 2025-07-30 with Single validation.
First validation completed on 20250728 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000282
"Payment PAYMENT-000283 of ₹7595 from account XXXXXXXX8502 was processed on 2025-07-28 with Dual validation.
First validation completed on 20250727 with outcome: PASSED.
Second validation completed on 20250726 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000283
"Payment PAYMENT-000284 of ₹7842 from account XXXXXXXX3343 was processed on 2025-06-06 with Dual validation.
First validation completed on 20250604 with outcome: PASSED.
Second validation completed on 20250603 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000284
"Payment PAYMENT-000285 of ₹5763 from account XXXXXXXX8193 was processed on 2025-07-02 with Dual validation.
First validation completed on 20250630 with outcome: PASSED.
Second validation completed on 20250629 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000285
"Payment PAYMENT-000286 of ₹9244 from account XXXXXXXX9471 was processed on 2025-06-24 with Dual validation.
First validation completed on 20250619 with outcome: PASSED.
Second validation completed on 20250617 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000286
"Payment PAYMENT-000287 of ₹3670 from account XXXXXXXX8081 was processed on 2025-06-24 with Single validation.
First validation completed on 20250619 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000287
"Payment PAYMENT-000288 of ₹5635 from account XXXXXXXX3659 was processed on 2025-07-17 with Dual validation.
First validation completed on 20250713 with outcome: PASSED.
Second validation completed on 20250711 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000288
"Payment PAYMENT-000289 of ₹1015 from account XXXXXXXX9193 was processed on 2025-07-11 with Single validation.
First validation completed on 20250710 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000289
"Payment PAYMENT-000290 of ₹4974 from account XXXXXXXX8399 was processed on 2025-07-29 with Single validation.
First validation completed on 20250724 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000290
"Payment PAYMENT-000291 of ₹6154 from account XXXXXXXX1827 was processed on 2025-07-27 with Dual validation.
First validation completed on 20250724 with outcome: PASSED.
Second validation completed on 20250723 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000291
"Payment PAYMENT-000292 of ₹3582 from account XXXXXXXX3702 was processed on 2025-07-14 with Single validation.
First validation completed on 20250709 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000292
"Payment PAYMENT-000293 of ₹2738 from account XXXXXXXX1193 was processed on 2025-06-08 with Single validation.
First validation completed on 20250606 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000293
"Payment PAYMENT-000294 of ₹8219 from account XXXXXXXX1576 was processed on 2025-06-27 with Dual validation.
First validation completed on 20250623 with outcome: PASSED.
Second validation completed on 20250622 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000294
"Payment PAYMENT-000295 of ₹4465 from account XXXXXXXX2903 was processed on 2025-06-16 with Single validation.
First validation completed on 20250611 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000295
"Payment PAYMENT-000296 of ₹8463 from account XXXXXXXX9751 was processed on 2025-07-06 with Dual validation.
First validation completed on 20250703 with outcome: PASSED.
Second validation completed on 20250630 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000296
"Payment PAYMENT-000297 of ₹2284 from account XXXXXXXX3170 was processed on 2025-06-21 with Single validation.
First validation completed on 20250618 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000297
"Payment PAYMENT-000298 of ₹1268 from account XXXXXXXX8974 was processed on 2025-06-26 with Single validation.
First validation completed on 20250623 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000298
"Payment PAYMENT-000299 of ₹7956 from account XXXXXXXX7147 was processed on 2025-07-05 with Dual validation.
First validation completed on 20250630 with outcome: PASSED.
Second validation completed on 20250629 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000299
"Payment PAYMENT-000300 of ₹2085 from account XXXXXXXX6843 was processed on 2025-06-25 with Single validation.
First validation completed on 20250621 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000300
"Payment PAYMENT-000301 of ₹3159 from account XXXXXXXX2738 was processed on 2025-07-19 with Single validation.
First validation completed on 20250718 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000301
"Payment PAYMENT-000302 of ₹6797 from account XXXXXXXX6837 was processed on 2025-06-24 with Dual validation.
First validation completed on 20250622 with outcome: PASSED.
Second validation completed on 20250619 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000302
"Payment PAYMENT-000303 of ₹9272 from account XXXXXXXX9158 was processed on 2025-06-29 with Dual validation.
First validation completed on 20250626 with outcome: PASSED.
Second validation completed on 20250623 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000303
"Payment PAYMENT-000304 of ₹7656 from account XXXXXXXX8839 was processed on 2025-06-06 with Dual validation.
First validation completed on 20250603 with outcome: PASSED.
Second validation completed on 20250601 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000304
"Payment PAYMENT-000305 of ₹4624 from account XXXXXXXX7271 was processed on 2025-07-22 with Single validation.
First validation completed on 20250717 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000305
"Payment PAYMENT-000306 of ₹2310 from account XXXXXXXX2069 was processed on 2025-06-11 with Single validation.
First validation completed on 20250608 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000306
"Payment PAYMENT-000307 of ₹370 from account XXXXXXXX4229 was processed on 2025-07-18 with Single validation.
First validation completed on 20250716 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000307
"Payment PAYMENT-000308 of ₹1864 from account XXXXXXXX6482 was processed on 2025-06-12 with Single validation.
First validation completed on 20250611 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000308
"Payment PAYMENT-000309 of ₹1942 from account XXXXXXXX7904 was processed on 2025-06-05 with Single validation.
First validation completed on 20250604 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000309
"Payment PAYMENT-000310 of ₹8379 from account XXXXXXXX4250 was processed on 2025-06-19 with Dual validation.
First validation completed on 20250618 with outcome: PASSED.
Second validation completed on 20250616 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000310
"Payment PAYMENT-000311 of ₹4822 from account XXXXXXXX1516 was processed on 2025-06-18 with Single validation.
First validation completed on 20250615 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000311
"Payment PAYMENT-000312 of ₹8418 from account XXXXXXXX6991 was processed on 2025-06-24 with Dual validation.
First validation completed on 20250620 with outcome: PASSED.
Second validation completed on 20250618 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000312
"Payment PAYMENT-000313 of ₹5763 from account XXXXXXXX3161 was processed on 2025-06-12 with Dual validation.
First validation completed on 20250610 with outcome: PASSED.
Second validation completed on 20250607 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000313
"Payment PAYMENT-000314 of ₹1978 from account XXXXXXXX1573 was processed on 2025-07-03 with Single validation.
First validation completed on 20250628 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000314
"Payment PAYMENT-000315 of ₹2527 from account XXXXXXXX8585 was processed on 2025-06-01 with Single validation.
First validation completed on 20250527 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000315
"Payment PAYMENT-000316 of ₹9335 from account XXXXXXXX9173 was processed on 2025-07-25 with Dual validation.
First validation completed on 20250722 with outcome: PASSED.
Second validation completed on 20250719 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000316
"Payment PAYMENT-000317 of ₹557 from account XXXXXXXX8835 was processed on 2025-07-01 with Single validation.
First validation completed on 20250629 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000317
"Payment PAYMENT-000318 of ₹6615 from account XXXXXXXX5296 was processed on 2025-07-16 with Dual validation.
First validation completed on 20250713 with outcome: PASSED.
Second validation completed on 20250710 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000318
"Payment PAYMENT-000319 of ₹7331 from account XXXXXXXX4450 was processed on 2025-07-29 with Dual validation.
First validation completed on 20250724 with outcome: PASSED.
Second validation completed on 20250721 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000319
"Payment PAYMENT-000320 of ₹7915 from account XXXXXXXX9848 was processed on 2025-07-06 with Dual validation.
First validation completed on 20250704 with outcome: PASSED.
Second validation completed on 20250702 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000320
"Payment PAYMENT-000321 of ₹9396 from account XXXXXXXX5436 was processed on 2025-07-01 with Dual validation.
First validation completed on 20250630 with outcome: PASSED.
Second validation completed on 20250628 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000321
"Payment PAYMENT-000322 of ₹7581 from account XXXXXXXX6163 was processed on 2025-06-15 with Dual validation.
First validation completed on 20250614 with outcome: PASSED.
Second validation completed on 20250611 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000322
"Payment PAYMENT-000323 of ₹6313 from account XXXXXXXX1788 was processed on 2025-06-13 with Dual validation.
First validation completed on 20250610 with outcome: PASSED.
Second validation completed on 20250609 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000323
"Payment PAYMENT-000324 of ₹2579 from account XXXXXXXX6973 was processed on 2025-07-01 with Single validation.
First validation completed on 20250630 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000324
"Payment PAYMENT-000325 of ₹5611 from account XXXXXXXX1640 was processed on 2025-06-16 with Dual validation.
First validation completed on 20250611 with outcome: PASSED.
Second validation completed on 20250610 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000325
"Payment PAYMENT-000326 of ₹8098 from account XXXXXXXX9359 was processed on 2025-07-30 with Dual validation.
First validation completed on 20250728 with outcome: PASSED.
Second validation completed on 20250726 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000326
"Payment PAYMENT-000327 of ₹9816 from account XXXXXXXX7080 was processed on 2025-06-20 with Dual validation.
First validation completed on 20250615 with outcome: PASSED.
Second validation completed on 20250613 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000327
"Payment PAYMENT-000328 of ₹8651 from account XXXXXXXX9501 was processed on 2025-06-14 with Dual validation.
First validation completed on 20250613 with outcome: PASSED.
Second validation completed on 20250612 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000328
"Payment PAYMENT-000329 of ₹9313 from account XXXXXXXX9303 was processed on 2025-06-06 with Dual validation.
First validation completed on 20250603 with outcome: PASSED.
Second validation completed on 20250531 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000329
"Payment PAYMENT-000330 of ₹6567 from account XXXXXXXX9304 was processed on 2025-06-25 with Dual validation.
First validation completed on 20250624 with outcome: PASSED.
Second validation completed on 20250621 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000330
"Payment PAYMENT-000331 of ₹8544 from account XXXXXXXX4813 was processed on 2025-06-30 with Dual validation.
First validation completed on 20250625 with outcome: PASSED.
Second validation completed on 20250622 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000331
"Payment PAYMENT-000332 of ₹5105 from account XXXXXXXX2537 was processed on 2025-06-13 with Dual validation.
First validation completed on 20250608 with outcome: PASSED.
Second validation completed on 20250607 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000332
"Payment PAYMENT-000333 of ₹2948 from account XXXXXXXX2085 was processed on 2025-06-21 with Single validation.
First validation completed on 20250617 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000333
"Payment PAYMENT-000334 of ₹9697 from account XXXXXXXX4538 was processed on 2025-06-03 with Dual validation.
First validation completed on 20250601 with outcome: PASSED.
Second validation completed on 20250531 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000334
"Payment PAYMENT-000335 of ₹1894 from account XXXXXXXX7587 was processed on 2025-07-18 with Single validation.
First validation completed on 20250713 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000335
"Payment PAYMENT-000336 of ₹9303 from account XXXXXXXX5112 was processed on 2025-07-14 with Dual validation.
First validation completed on 20250709 with outcome: FAILED.
Second validation completed on 20250708 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000336
"Payment PAYMENT-000337 of ₹7933 from account XXXXXXXX3577 was processed on 2025-07-23 with Dual validation.
First validation completed on 20250722 with outcome: PASSED.
Second validation completed on 20250719 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000337
"Payment PAYMENT-000338 of ₹3121 from account XXXXXXXX5332 was processed on 2025-06-18 with Single validation.
First validation completed on 20250615 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000338
"Payment PAYMENT-000339 of ₹6869 from account XXXXXXXX4509 was processed on 2025-07-11 with Dual validation.
First validation completed on 20250709 with outcome: PASSED.
Second validation completed on 20250708 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000339
"Payment PAYMENT-000340 of ₹1612 from account XXXXXXXX3488 was processed on 2025-06-23 with Single validation.
First validation completed on 20250622 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000340
"Payment PAYMENT-000341 of ₹7615 from account XXXXXXXX4782 was processed on 2025-07-25 with Dual validation.
First validation completed on 20250721 with outcome: PASSED.
Second validation completed on 20250719 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000341
"Payment PAYMENT-000342 of ₹7175 from account XXXXXXXX2608 was processed on 2025-07-07 with Dual validation.
First validation completed on 20250703 with outcome: PASSED.
Second validation completed on 20250702 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000342
"Payment PAYMENT-000343 of ₹9286 from account XXXXXXXX4022 was processed on 2025-06-29 with Dual validation.
First validation completed on 20250627 with outcome: PASSED.
Second validation completed on 20250624 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000343
"Payment PAYMENT-000344 of ₹6210 from account XXXXXXXX4295 was processed on 2025-06-03 with Dual validation.
First validation completed on 20250529 with outcome: PASSED.
Second validation completed on 20250527 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000344
"Payment PAYMENT-000345 of ₹9200 from account XXXXXXXX5047 was processed on 2025-07-30 with Dual validation.
First validation completed on 20250725 with outcome: PASSED.
Second validation completed on 20250722 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000345
"Payment PAYMENT-000346 of ₹5141 from account XXXXXXXX2957 was processed on 2025-06-19 with Dual validation.
First validation completed on 20250615 with outcome: PASSED.
Second validation completed on 20250614 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000346
"Payment PAYMENT-000347 of ₹6951 from account XXXXXXXX4984 was processed on 2025-07-30 with Dual validation.
First validation completed on 20250728 with outcome: PASSED.
Second validation completed on 20250725 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000347
"Payment PAYMENT-000348 of ₹7579 from account XXXXXXXX1819 was processed on 2025-07-23 with Dual validation.
First validation completed on 20250721 with outcome: PASSED.
Second validation completed on 20250718 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000348
"Payment PAYMENT-000349 of ₹8674 from account XXXXXXXX1954 was processed on 2025-07-13 with Dual validation.
First validation completed on 20250710 with outcome: PASSED.
Second validation completed on 20250707 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000349
"Payment PAYMENT-000350 of ₹6416 from account XXXXXXXX4651 was processed on 2025-06-28 with Dual validation.
First validation completed on 20250625 with outcome: PASSED.
Second validation completed on 20250623 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000350
"Payment PAYMENT-000351 of ₹1812 from account XXXXXXXX3591 was processed on 2025-07-31 with Single validation.
First validation completed on 20250729 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000351
"Payment PAYMENT-000352 of ₹1503 from account XXXXXXXX7682 was processed on 2025-06-14 with Single validation.
First validation completed on 20250613 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000352
"Payment PAYMENT-000353 of ₹7742 from account XXXXXXXX3231 was processed on 2025-07-20 with Dual validation.
First validation completed on 20250717 with outcome: PASSED.
Second validation completed on 20250716 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000353
"Payment PAYMENT-000354 of ₹3467 from account XXXXXXXX2097 was processed on 2025-06-07 with Single validation.
First validation completed on 20250604 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000354
"Payment PAYMENT-000355 of ₹7799 from account XXXXXXXX3542 was processed on 2025-06-03 with Dual validation.
First validation completed on 20250602 with outcome: PASSED.
Second validation completed on 20250530 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000355
"Payment PAYMENT-000356 of ₹5375 from account XXXXXXXX5804 was processed on 2025-07-12 with Dual validation.
First validation completed on 20250708 with outcome: PASSED.
Second validation completed on 20250707 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000356
"Payment PAYMENT-000357 of ₹7821 from account XXXXXXXX9558 was processed on 2025-07-17 with Dual validation.
First validation completed on 20250715 with outcome: PASSED.
Second validation completed on 20250713 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000357
"Payment PAYMENT-000358 of ₹6768 from account XXXXXXXX2578 was processed on 2025-06-23 with Dual validation.
First validation completed on 20250619 with outcome: PASSED.
Second validation completed on 20250617 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000358
"Payment PAYMENT-000359 of ₹7954 from account XXXXXXXX4431 was processed on 2025-06-13 with Dual validation.
First validation completed on 20250611 with outcome: PASSED.
Second validation completed on 20250608 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000359
"Payment PAYMENT-000360 of ₹3482 from account XXXXXXXX9571 was processed on 2025-06-08 with Single validation.
First validation completed on 20250605 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000360
