prompt,Payment ID,NER_Entities
"Payment PAYMENT-000144 of ₹6645 from account XXXXXXXX2706 was processed on 2025-06-23 with Dual validation.
First validation completed on 20250619 with outcome: PASSED.
Second validation completed on 20250616 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000144,{}
"Payment PAYMENT-000145 of ₹3693 from account XXXXXXXX1263 was processed on 2025-07-27 with Single validation.
First validation completed on 20250724 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000145,{}
"Payment PAYMENT-000146 of ₹4615 from account XXXXXXXX3187 was processed on 2025-07-02 with Single validation.
First validation completed on 20250628 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000146,{}
"Payment PAYMENT-000147 of ₹4956 from account XXXXXXXX7728 was processed on 2025-06-29 with Single validation.
First validation completed on 20250628 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000147,{}
"Payment PAYMENT-000148 of ₹4541 from account XXXXXXXX3172 was processed on 2025-06-28 with Single validation.
First validation completed on 20250624 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000148,{}
"Payment PAYMENT-000149 of ₹6219 from account XXXXXXXX6422 was processed on 2025-06-27 with Dual validation.
First validation completed on 20250625 with outcome: PASSED.
Second validation completed on 20250624 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000149,{}
"Payment PAYMENT-000150 of ₹5154 from account XXXXXXXX3328 was processed on 2025-06-16 with Dual validation.
First validation completed on 20250612 with outcome: PASSED.
Second validation completed on 20250611 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000150,{}
"Payment PAYMENT-000151 of ₹6905 from account XXXXXXXX9013 was processed on 2025-06-25 with Dual validation.
First validation completed on 20250621 with outcome: PASSED.
Second validation completed on 20250619 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000151,{}
"Payment PAYMENT-000152 of ₹6259 from account XXXXXXXX3983 was processed on 2025-06-07 with Dual validation.
First validation completed on 20250602 with outcome: PASSED.
Second validation completed on 20250601 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000152,{}
"Payment PAYMENT-000153 of ₹5249 from account XXXXXXXX4358 was processed on 2025-07-06 with Dual validation.
First validation completed on 20250703 with outcome: PASSED.
Second validation completed on 20250630 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000153,{}
"Payment PAYMENT-000154 of ₹2609 from account XXXXXXXX6285 was processed on 2025-06-01 with Single validation.
First validation completed on 20250530 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000154,{}
"Payment PAYMENT-000155 of ₹4915 from account XXXXXXXX9217 was processed on 2025-07-05 with Single validation.
First validation completed on 20250704 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000155,{}
"Payment PAYMENT-000156 of ₹3536 from account XXXXXXXX8769 was processed on 2025-07-30 with Single validation.
First validation completed on 20250728 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000156,{}
"Payment PAYMENT-000157 of ₹2881 from account XXXXXXXX6056 was processed on 2025-07-27 with Single validation.
First validation completed on 20250722 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000157,{}
"Payment PAYMENT-000158 of ₹7578 from account XXXXXXXX7608 was processed on 2025-07-01 with Dual validation.
First validation completed on 20250629 with outcome: PASSED.
Second validation completed on 20250626 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000158,{}
"Payment PAYMENT-000159 of ₹2247 from account XXXXXXXX7057 was processed on 2025-07-09 with Single validation.
First validation completed on 20250704 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000159,{}
"Payment PAYMENT-000160 of ₹4107 from account XXXXXXXX2231 was processed on 2025-06-25 with Single validation.
First validation completed on 20250622 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000160,{}
"Payment PAYMENT-000161 of ₹600 from account XXXXXXXX8462 was processed on 2025-06-08 with Single validation.
First validation completed on 20250606 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000161,{}
"Payment PAYMENT-000162 of ₹6653 from account XXXXXXXX9451 was processed on 2025-07-04 with Dual validation.
First validation completed on 20250703 with outcome: PASSED.
Second validation completed on 20250701 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000162,{}
"Payment PAYMENT-000163 of ₹5588 from account XXXXXXXX2088 was processed on 2025-07-03 with Dual validation.
First validation completed on 20250702 with outcome: PASSED.
Second validation completed on 20250701 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000163,{}
"Payment PAYMENT-000164 of ₹9584 from account XXXXXXXX7288 was processed on 2025-06-02 with Dual validation.
First validation completed on 20250529 with outcome: PASSED.
Second validation completed on 20250526 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000164,{}
"Payment PAYMENT-000165 of ₹4725 from account XXXXXXXX4857 was processed on 2025-06-21 with Single validation.
First validation completed on 20250617 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000165,{}
"Payment PAYMENT-000166 of ₹4372 from account XXXXXXXX5314 was processed on 2025-07-06 with Single validation.
First validation completed on 20250701 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000166,{}
"Payment PAYMENT-000167 of ₹3399 from account XXXXXXXX3454 was processed on 2025-06-04 with Single validation.
First validation completed on 20250531 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000167,{}
"Payment PAYMENT-000168 of ₹5374 from account XXXXXXXX4535 was processed on 2025-07-11 with Dual validation.
First validation completed on 20250708 with outcome: PASSED.
Second validation completed on 20250705 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000168,{}
"Payment PAYMENT-000169 of ₹4990 from account XXXXXXXX1855 was processed on 2025-06-07 with Single validation.
First validation completed on 20250606 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000169,{}
"Payment PAYMENT-000170 of ₹9296 from account XXXXXXXX6265 was processed on 2025-07-31 with Dual validation.
First validation completed on 20250730 with outcome: PASSED.
Second validation completed on 20250727 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000170,{}
"Payment PAYMENT-000171 of ₹1751 from account XXXXXXXX7799 was processed on 2025-06-25 with Single validation.
First validation completed on 20250624 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000171,{}
"Payment PAYMENT-000172 of ₹6613 from account XXXXXXXX3111 was processed on 2025-07-22 with Dual validation.
First validation completed on 20250719 with outcome: PASSED.
Second validation completed on 20250718 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000172,{}
"Payment PAYMENT-000173 of ₹7064 from account XXXXXXXX4763 was processed on 2025-06-09 with Single validation.
First validation completed on 20250608 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000173,{}
"Payment PAYMENT-000174 of ₹3296 from account XXXXXXXX2576 was processed on 2025-06-07 with Single validation.
First validation completed on 20250602 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000174,{}
"Payment PAYMENT-000175 of ₹2538 from account XXXXXXXX2857 was processed on 2025-07-14 with Single validation.
First validation completed on 20250710 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000175,{}
"Payment PAYMENT-000176 of ₹5325 from account XXXXXXXX4532 was processed on 2025-06-07 with Dual validation.
First validation completed on 20250605 with outcome: PASSED.
Second validation completed on 20250603 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000176,{}
"Payment PAYMENT-000177 of ₹6531 from account XXXXXXXX1209 was processed on 2025-06-06 with Dual validation.
First validation completed on 20250604 with outcome: PASSED.
Second validation completed on 20250603 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000177,{}
"Payment PAYMENT-000178 of ₹8801 from account XXXXXXXX1167 was processed on 2025-07-07 with Dual validation.
First validation completed on 20250702 with outcome: PASSED.
Second validation completed on 20250630 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000178,{}
"Payment PAYMENT-000179 of ₹9629 from account XXXXXXXX5953 was processed on 2025-06-19 with Dual validation.
First validation completed on 20250617 with outcome: PASSED.
Second validation completed on 20250615 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000179,{}
"Payment PAYMENT-000180 of ₹7717 from account XXXXXXXX4244 was processed on 2025-07-10 with Dual validation.
First validation completed on 20250709 with outcome: PASSED.
Second validation completed on 20250708 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000180,{}
"Payment PAYMENT-000181 of ₹8796 from account XXXXXXXX2447 was processed on 2025-06-07 with Dual validation.
First validation completed on 20250605 with outcome: PASSED.
Second validation completed on 20250603 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000181,{}
"Payment PAYMENT-000182 of ₹4080 from account XXXXXXXX6215 was processed on 2025-06-28 with Single validation.
First validation completed on 20250627 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000182,{}
"Payment PAYMENT-000183 of ₹3670 from account XXXXXXXX1954 was processed on 2025-07-23 with Single validation.
First validation completed on 20250718 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000183,{}
"Payment PAYMENT-000184 of ₹7517 from account XXXXXXXX4761 was processed on 2025-07-06 with Dual validation.
First validation completed on 20250702 with outcome: PASSED.
Second validation completed on 20250630 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000184,{}
"Payment PAYMENT-000185 of ₹8996 from account XXXXXXXX9625 was processed on 2025-07-10 with Dual validation.
First validation completed on 20250707 with outcome: PASSED.
Second validation completed on 20250704 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000185,{}
"Payment PAYMENT-000186 of ₹8080 from account XXXXXXXX7982 was processed on 2025-06-05 with Dual validation.
First validation completed on 20250601 with outcome: PASSED.
Second validation completed on 20250531 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000186,{}
"Payment PAYMENT-000187 of ₹3752 from account XXXXXXXX8685 was processed on 2025-07-27 with Single validation.
First validation completed on 20250726 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000187,{}
"Payment PAYMENT-000188 of ₹2136 from account XXXXXXXX3240 was processed on 2025-06-18 with Single validation.
First validation completed on 20250617 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000188,{}
"Payment PAYMENT-000189 of ₹3136 from account XXXXXXXX2766 was processed on 2025-07-25 with Single validation.
First validation completed on 20250722 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000189,{}
"Payment PAYMENT-000190 of ₹8982 from account XXXXXXXX5096 was processed on 2025-06-04 with Dual validation.
First validation completed on 20250601 with outcome: PASSED.
Second validation completed on 20250530 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000190,{}
"Payment PAYMENT-000191 of ₹9240 from account XXXXXXXX3372 was processed on 2025-07-28 with Dual validation.
First validation completed on 20250724 with outcome: PASSED.
Second validation completed on 20250722 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000191,{}
"Payment PAYMENT-000192 of ₹7115 from account XXXXXXXX4194 was processed on 2025-07-04 with Dual validation.
First validation completed on 20250629 with outcome: PASSED.
Second validation completed on 20250626 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000192,{}
"Payment PAYMENT-000193 of ₹636 from account XXXXXXXX7260 was processed on 2025-06-12 with Single validation.
First validation completed on 20250611 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000193,{}
"Payment PAYMENT-000194 of ₹8219 from account XXXXXXXX6751 was processed on 2025-07-16 with Dual validation.
First validation completed on 20250712 with outcome: PASSED.
Second validation completed on 20250710 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000194,{}
"Payment PAYMENT-000195 of ₹8561 from account XXXXXXXX4742 was processed on 2025-06-07 with Dual validation.
First validation completed on 20250606 with outcome: PASSED.
Second validation completed on 20250603 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000195,{}
"Payment PAYMENT-000196 of ₹8191 from account XXXXXXXX1671 was processed on 2025-06-13 with Dual validation.
First validation completed on 20250611 with outcome: PASSED.
Second validation completed on 20250608 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000196,{}
"Payment PAYMENT-000197 of ₹1421 from account XXXXXXXX1625 was processed on 2025-07-23 with Single validation.
First validation completed on 20250722 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000197,{}
"Payment PAYMENT-000198 of ₹7360 from account XXXXXXXX9003 was processed on 2025-06-12 with Dual validation.
First validation completed on 20250608 with outcome: PASSED.
Second validation completed on 20250607 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000198,{}
"Payment PAYMENT-000199 of ₹2844 from account XXXXXXXX5818 was processed on 2025-06-30 with Single validation.
First validation completed on 20250627 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000199,{}
"Payment PAYMENT-000200 of ₹4199 from account XXXXXXXX6445 was processed on 2025-06-11 with Single validation.
First validation completed on 20250609 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000200,{}
"Payment PAYMENT-000201 of ₹4756 from account XXXXXXXX5100 was processed on 2025-07-07 with Single validation.
First validation completed on 20250706 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000201,{}
"Payment PAYMENT-000202 of ₹9863 from account XXXXXXXX8205 was processed on 2025-07-29 with Dual validation.
First validation completed on 20250728 with outcome: PASSED.
Second validation completed on 20250725 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000202,{}
"Payment PAYMENT-000203 of ₹1113 from account XXXXXXXX7002 was processed on 2025-07-29 with Single validation.
First validation completed on 20250724 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000203,{}
"Payment PAYMENT-000204 of ₹1559 from account XXXXXXXX1612 was processed on 2025-07-29 with Single validation.
First validation completed on 20250727 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000204,{}
"Payment PAYMENT-000205 of ₹9714 from account XXXXXXXX8368 was processed on 2025-07-10 with Dual validation.
First validation completed on 20250709 with outcome: PASSED.
Second validation completed on 20250707 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000205,{}
"Payment PAYMENT-000206 of ₹6494 from account XXXXXXXX4834 was processed on 2025-06-17 with Dual validation.
First validation completed on 20250614 with outcome: PASSED.
Second validation completed on 20250613 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000206,{}
"Payment PAYMENT-000207 of ₹1966 from account XXXXXXXX7144 was processed on 2025-07-16 with Single validation.
First validation completed on 20250711 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000207,{}
"Payment PAYMENT-000208 of ₹9794 from account XXXXXXXX8629 was processed on 2025-07-06 with Dual validation.
First validation completed on 20250705 with outcome: PASSED.
Second validation completed on 20250703 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000208,{}
"Payment PAYMENT-000209 of ₹3388 from account XXXXXXXX7328 was processed on 2025-06-02 with Single validation.
First validation completed on 20250531 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000209,{}
"Payment PAYMENT-000210 of ₹279 from account XXXXXXXX1608 was processed on 2025-07-12 with Single validation.
First validation completed on 20250710 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000210,{}
"Payment PAYMENT-000211 of ₹6039 from account XXXXXXXX3182 was processed on 2025-06-24 with Dual validation.
First validation completed on 20250619 with outcome: PASSED.
Second validation completed on 20250618 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000211,{}
"Payment PAYMENT-000212 of ₹1039 from account XXXXXXXX8785 was processed on 2025-07-24 with Single validation.
First validation completed on 20250721 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000212,{}
"Payment PAYMENT-000213 of ₹8410 from account XXXXXXXX9164 was processed on 2025-07-09 with Dual validation.
First validation completed on 20250705 with outcome: PASSED.
Second validation completed on 20250703 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000213,{}
"Payment PAYMENT-000214 of ₹8816 from account XXXXXXXX4161 was processed on 2025-06-18 with Dual validation.
First validation completed on 20250616 with outcome: PASSED.
Second validation completed on 20250614 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000214,{}
"Payment PAYMENT-000215 of ₹9132 from account XXXXXXXX8489 was processed on 2025-06-01 with Dual validation.
First validation completed on 20250528 with outcome: PASSED.
Second validation completed on 20250525 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000215,{}
"Payment PAYMENT-000216 of ₹216 from account XXXXXXXX9354 was processed on 2025-06-23 with Single validation.
First validation completed on 20250622 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000216,{}
"Payment PAYMENT-000217 of ₹5381 from account XXXXXXXX4329 was processed on 2025-07-10 with Dual validation.
First validation completed on 20250707 with outcome: PASSED.
Second validation completed on 20250704 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000217,{}
"Payment PAYMENT-000218 of ₹5846 from account XXXXXXXX3772 was processed on 2025-06-14 with Dual validation.
First validation completed on 20250611 with outcome: PASSED.
Second validation completed on 20250608 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000218,{}
"Payment PAYMENT-000219 of ₹5112 from account XXXXXXXX7014 was processed on 2025-07-06 with Dual validation.
First validation completed on 20250703 with outcome: PASSED.
Second validation completed on 20250702 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000219,{}
"Payment PAYMENT-000220 of ₹8577 from account XXXXXXXX5999 was processed on 2025-07-23 with Dual validation.
First validation completed on 20250720 with outcome: PASSED.
Second validation completed on 20250718 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000220,{}
"Payment PAYMENT-000221 of ₹7983 from account XXXXXXXX9926 was processed on 2025-06-09 with Dual validation.
First validation completed on 20250605 with outcome: PASSED.
Second validation completed on 20250603 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000221,{}
"Payment PAYMENT-000222 of ₹7880 from account XXXXXXXX4344 was processed on 2025-07-11 with Dual validation.
First validation completed on 20250706 with outcome: PASSED.
Second validation completed on 20250705 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000222,{}
"Payment PAYMENT-000223 of ₹6345 from account XXXXXXXX6210 was processed on 2025-06-24 with Dual validation.
First validation completed on 20250623 with outcome: FAILED.
Second validation completed on 20250620 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000223,{}
"Payment PAYMENT-000224 of ₹9269 from account XXXXXXXX5340 was processed on 2025-07-29 with Dual validation.
First validation completed on 20250724 with outcome: PASSED.
Second validation completed on 20250722 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000224,{}
"Payment PAYMENT-000225 of ₹2371 from account XXXXXXXX5363 was processed on 2025-06-21 with Single validation.
First validation completed on 20250618 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000225,{}
"Payment PAYMENT-000226 of ₹8585 from account XXXXXXXX7530 was processed on 2025-06-29 with Dual validation.
First validation completed on 20250627 with outcome: PASSED.
Second validation completed on 20250625 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000226,{}
"Payment PAYMENT-000227 of ₹5676 from account XXXXXXXX1046 was processed on 2025-06-10 with Dual validation.
First validation completed on 20250605 with outcome: FAILED.
Second validation completed on 20250602 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000227,{}
"Payment PAYMENT-000228 of ₹5533 from account XXXXXXXX8937 was processed on 2025-07-08 with Dual validation.
First validation completed on 20250705 with outcome: PASSED.
Second validation completed on 20250704 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000228,{}
"Payment PAYMENT-000229 of ₹5248 from account XXXXXXXX7970 was processed on 2025-07-06 with Dual validation.
First validation completed on 20250704 with outcome: PASSED.
Second validation completed on 20250703 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000229,{}
"Payment PAYMENT-000230 of ₹2387 from account XXXXXXXX3180 was processed on 2025-07-17 with Single validation.
First validation completed on 20250714 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000230,{}
"Payment PAYMENT-000231 of ₹3175 from account XXXXXXXX1488 was processed on 2025-06-23 with Single validation.
First validation completed on 20250619 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000231,{}
"Payment PAYMENT-000232 of ₹8117 from account XXXXXXXX6695 was processed on 2025-06-18 with Dual validation.
First validation completed on 20250613 with outcome: FAILED.
Second validation completed on 20250611 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000232,{}
"Payment PAYMENT-000233 of ₹934 from account XXXXXXXX2476 was processed on 2025-06-08 with Single validation.
First validation completed on 20250606 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000233,{}
"Payment PAYMENT-000234 of ₹3717 from account XXXXXXXX4637 was processed on 2025-06-20 with Single validation.
First validation completed on 20250619 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000234,{}
"Payment PAYMENT-000235 of ₹6642 from account XXXXXXXX2137 was processed on 2025-07-06 with Dual validation.
First validation completed on 20250704 with outcome: PASSED.
Second validation completed on 20250703 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000235,{}
"Payment PAYMENT-000236 of ₹6920 from account XXXXXXXX2119 was processed on 2025-07-19 with Dual validation.
First validation completed on 20250717 with outcome: PASSED.
Second validation completed on 20250716 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000236,{}
